,Tout,Ta_chair,RH_chair,survey.id,Preference,chairStatus
139,13.88888889,24.653000000000002,44.872,1,0,0
140,15.0,24.677,44.808,1,0,0
141,15.0,24.363000000000003,45.299,1,1,1
142,12.77777778,23.064,53.208,1,1,1
143,12.77777778,23.208000000000002,52.976000000000006,1,1,1
144,12.77777778,23.641,49.247,1,1,1
145,13.88888889,23.978,48.386,1,1,1
146,15.0,24.557,45.881,1,1,1
147,17.22222222,24.846999999999998,45.553999999999995,1,1,1
148,15.0,23.375999999999998,51.386,1,0,0
149,15.0,21.987,48.04,1,0,0
150,16.11111111,23.785,49.394,1,1,1
151,15.0,23.881,48.18,1,0,0
152,15.0,24.315,47.25899999999999,1,1,1
153,15.0,22.561,50.42,1,1,1
154,13.88888889,23.978,46.99,1,1,1
155,17.22222222,24.195,45.247,1,0,0
156,18.88888889,24.339000000000002,44.273,1,0,0
157,13.88888889,24.363000000000003,48.013000000000005,1,1,1
158,13.88888889,23.857,45.503,1,0,0
159,15.0,23.809,45.661,1,1,1
160,17.22222222,24.46,43.856,1,1,1
161,17.22222222,24.774,43.826,1,0,0
162,15.0,24.531999999999996,50.516999999999996,1,1,1
163,13.88888889,23.93,47.797,1,1,1
164,13.88888889,24.098000000000003,47.525,1,1,1
165,16.11111111,24.508000000000003,46.007,1,0,0
166,16.11111111,24.846999999999998,44.828,1,1,1
167,16.11111111,24.146,49.89,1,1,1
168,15.0,24.267,47.253,1,1,1
169,15.0,24.436,46.751000000000005,1,1,1
170,17.77777778,24.677,44.908,1,0,0
171,13.88888889,23.448,52.157,1,0,0
